City,Cloudiness,Country,Date,Humidity,Lat,Lan,Max_Temp,Wind_Speed
grand river south east,89,PG,1558328320,87,-10.62,150.67,78.42,5.03
vawkavysk,1,US,1558328321,57,39.95,-94.76,53.6,6.93
najran,68,RU,1558328321,49,59.06,80.87,52.86,15.48
yulara,,,,,,,,
sainte-anne,10,IN,1558328322,28,21.09,71.76,100.2,2.33
pec,95,US,1558328322,80,37.17,-99.65,55.99,3
nikolskoye,46,PF,1558328211,78,-16.52,-151.75,83.46,13.33
borsbeek,1,RU,1558328323,78,69.3,139.9,15.96,4.03
massakory,75,CL,1558328323,100,-38.71,-73.16,42.8,12.35
nantai,100,RU,1558328323,46,45.2,43.58,70.86,7.18
tigil,75,JP,1558328324,88,26.12,127.67,78.8,8.05
kayes,81,RU,1558328324,66,66.77,123.37,28.02,1.57
bako,75,VU,1558328325,78,-15.51,167.18,80.6,11.41
nishihara,90,US,1558328290,93,37.61,-122.49,55.4,3.36
presidencia roque saenz pena,51,RU,1558328326,87,71.98,102.47,22.26,15.84
bud,,,,,,,,
uvat,75,US,1558328326,87,36.57,-119.61,57.2,5.82
minab,48,SO,1558328326,57,9.49,50.81,86.7,10.8
swan hill,100,LR,1558328327,80,5.88,-10.05,82.02,10.22
ribeira grande,35,BO,1558328327,34,-19.59,-65.75,38.64,4.72
khuzhir,75,JP,1558328328,83,33.93,134.5,73,25.28
los llanos de aridane,75,PT,1558328328,82,33.08,-16.33,64.4,14.99
puerto madryn,20,SA,1558328329,72,18.39,42.45,60.8,1.45
castro,87,YE,1558328329,45,12.79,45.03,92.82,13.56
bahir dar,75,PT,1558328330,88,37.73,-25.67,62.6,11.41
kabansk,,,,,,,,
derzhavinsk,40,GB,1558328330,93,55.78,-2.34,50,6.93
tigzirt,92,NG,1558328331,67,10.31,9.75,80.58,6.53
nuevo progreso,100,PE,1558328331,84,-4.58,-81.27,71.58,20.8
hami,56,PH,1558328332,65,11.9,125.42,86.88,3.56
nanortalik,,,,,,,,
anadyr,75,CA,1558328332,24,63.59,-135.9,68,8.05
vaitupu,100,GW,1558328333,65,11.28,-15.83,79.5,12.68
port macquarie,20,LK,1558328333,55,7.42,81.82,91.56,5.41
tirumullaivasal,0,RU,1558328333,47,55.75,38,57.2,2.24
banyo,71,PG,1558328334,65,-2.57,150.8,85.98,3.53
egvekinot,0,PT,1558328334,87,39.36,-9.38,54,4.7
hambantota,,,,,,,,
gamba,40,BR,1558328212,94,-5.2,-35.46,77,4.7
yarensk,0,EG,1558328335,53,27.27,31.15,71.6,5.82
attawapiskat,21,TR,1558328336,61,41.25,31.83,66.9,10.38
kavieng,91,RU,1558328336,82,66.66,66.39,30.18,15.46
altay,83,JM,1558328336,77,17.89,-77.59,79.32,4.05
northfield,100,ML,1558328337,28,18.9,-3.53,86.52,9.44
tarusa,0,AR,1558328291,63,-43.25,-65.31,44.04,3.56
eureka,90,US,1558328064,93,45.06,-83.43,52,9.01
marzuq,100,CF,1558328338,93,5.02,25.13,71.94,3.89
katherine,0,MZ,1558328338,77,-13.13,39,72.48,6.17
kieta,83,PT,1558328339,81,41.42,-6.55,45.48,3.4
murgab,0,KZ,1558328340,25,48.68,71.64,70.68,21.99
havre-saint-pierre,,,,,,,,
comodoro rivadavia,20,MX,1558328340,83,20.71,-105.21,77,5.82
el sauzal,20,FR,1558328341,93,44.83,-0.61,55.4,5.82
malindi,100,IN,1558328178,71,11.67,92.75,84.9,8.7
kloulklubed,66,LA,1558328341,42,18.24,104.21,98.22,4.94
gorin,90,IS,1558328342,100,63.84,-22.43,48,4.7
tezu,40,GE,1558328342,93,41.96,42.96,64.4,4.7
saint pete beach,0,BR,1558328343,96,-21.64,-41.05,65.28,4.76
rio grande,0,MX,1558328344,54,26.88,-111.98,75,5.68
den helder,1,US,1558328209,93,43.59,-83.89,61,9.17
ayan,20,GR,1558328345,43,36.09,28.02,71.6,2.24
tsogni,75,RU,1558328345,71,67.47,86.57,46.2,11.72
sao joao da barra,2,GL,1558328346,82,65.42,-52.9,36.48,3.24
tidore,75,BR,1558328346,94,2.82,-60.67,75.2,5.82
macia,75,JP,1558328347,73,33.72,135.99,71.6,17.22
sechura,100,RU,1558328347,45,53.13,132.9,59.52,15.28
menongue,40,CU,1558328348,88,22.52,-79.47,71.6,3.36
mettur,75,BN,1558328349,74,5.28,115.24,89.01,1.12
bintulu,,,,,,,,
chipinge,0,BR,1558328350,87,-22.97,-42.02,71.04,5.97
corn island,75,NO,1558328350,78,71,24.66,44.6,11.41
vestmannaeyjar,75,MY,1558328243,83,5.33,103.14,84.2,3.36
saint-denis,58,GH,1558328351,92,4.89,-1.75,76.62,3.06
tunduru,,,,,,,,
college station,,,,,,,,
mount isa,75,US,1558328352,61,19.71,-155.08,80.6,5.82
augusto correa,8,VN,1558328352,25,15.12,108.8,105.42,4.68
oriximina,88,GF,1558328352,84,5.38,-52.96,80.4,10.54
banjar,0,CN,1558328353,14,43.65,111.97,60.42,19.91
hofn,46,BR,1558328353,86,-9.87,-56.08,70.86,2.8
myaundzha,20,GR,1558328353,63,39.45,22.34,62.6,4.7
churapcha,0,TR,1558328354,66,38.39,35.49,55.4,10.98
felanitx,47,NZ,1558328348,93,-45.41,167.72,40.98,4.07
quelimane,,,,,,,,
izumo,58,CA,1558328355,60,49.91,-109.46,41.88,5.82
tyrma,0,IN,1558328355,23,22.83,87.35,105.78,6.08
bulawayo,20,IE,1558328356,80,53.8,-9.52,48.99,4
palaia fokaia,0,SY,1558328356,46,35.59,37,72.84,6.58
nong kung si,10,ID,1558328357,78,-8.84,121.65,82.38,10.96
srednekolymsk,76,GB,1558328357,87,60.4,-1.35,50,2.24
palabuhanratu,100,NG,1558328358,90,7.38,8.57,77.16,6.71
dhidhdhoo,75,CA,1558328358,80,51.26,-80.61,33.8,8.05
safaqis,59,ID,1558328358,68,-0.86,131.25,87.78,3.74
pavilosta,96,LY,1558328359,20,29.14,21.3,85.98,5.59
mayna,75,IT,1558328208,87,41.89,12.48,55.99,4.7
athens,90,CA,1558328360,83,63.75,-68.52,32,5.82
tulare,90,US,1558328191,92,39.55,-107.33,50,6.93
miram shah,58,TC,1558328360,84,21.46,-71.14,80.22,17.49
carndonagh,75,AU,1558328361,60,-27.18,151.26,73.99,11.41
rocha,90,DE,1558328361,100,53.43,11.85,57,6.93
jiuquan,90,US,1558328362,93,44.06,-121.32,46.4,3.36
san policarpo,86,LY,1558328362,9,29.03,21.55,89.76,12.03
asau,40,IN,1558328362,30,30.69,78.49,93.2,4.7
olafsvik,47,NZ,1558328363,70,-39.19,173.88,59,5.99
puerto rondon,0,CN,1558328363,11,28.28,88.52,46.56,13.35
agadez,80,RU,1558328364,91,67.55,63.78,22.44,15.64
martil,0,MR,1558328364,45,20.52,-13.05,75.54,7.07
smidovich,83,MX,1558328365,57,18.62,-100.35,80.94,3.49
khandyga,100,CN,1558328366,12,32.45,114.03,79.86,3.13
phangnga,5,MX,1558328077,38,24.15,-110.32,73.4,13.87
akureyri,,,,,,,,
dunmore town,0,NA,1558328367,25,-17.91,15.98,66.2,3.36
umm kaddadah,100,RU,1558328367,78,60.47,166.1,38.64,14.54
laguna,17,PL,1558328368,91,53.18,22.06,63.84,12.57
stamsund,75,CA,1558328283,53,68.22,-135.01,50,6.93
wahran,100,ML,1558328368,57,22.68,-3.98,77.16,23.06
palkino,44,ID,1558328369,77,-8.49,140.4,83.82,18.9
boralday,0,NO,1558328369,56,70.05,24.96,44.6,23.04
aswan,0,RU,1558328370,36,53.05,158.65,60.8,22.37
tomari,,,,,,,,
onguday,48,DK,1558328371,100,56.62,8.18,55,1.12
nizhneyansk,100,RU,1558328371,90,46.45,135.83,55.92,6.08
jieshi,18,CD,1558328372,87,-12.89,28.78,62.94,5.73
pelotas,59,AU,1558328372,48,-20.07,146.27,77.7,10.54
sabha,2,VN,1558328373,47,10.93,108.1,96.24,9.89
mahibadhoo,75,NO,1558328373,80,70.86,29.09,39.2,17.22
kimbe,73,RU,1558328373,58,63.37,47.92,40.44,8.84
iracoubo,30,CA,1558328374,73,49.49,-117.29,36.84,4.27
acarau,56,AO,1558328375,86,-11.2,13.84,77.16,5.35
samarai,20,PT,1558328375,93,38.73,-27.07,63,13.22
grand baie,100,ID,1558328376,46,3.5,98.69,89.01,4.47
hampton,75,US,1558328267,45,64.86,-147.8,66.2,5.82
pyapon,12,RU,1558328262,90,66.32,-179.17,24.6,3.87
el tocuyo,75,PE,1558328377,88,-7.84,-79.15,66.2,5.82
borogontsy,100,CN,1558328377,46,23.11,114.41,95.16,3.15
durban,0,PT,1558328145,100,40.66,-7.91,51.01,1.12
alofi,99,CO,1558328378,95,5.2,-73.14,53.76,1.88
uyemskiy,0,RU,1558328378,41,65.95,111.51,41,6.71
siirt,0,FI,1558328379,67,60.93,24.67,59,5.82
sept-iles,97,AR,1558328379,66,-36.89,-60.32,47.1,2.21
muroran,0,SY,1558328379,29,36.74,38.46,78.42,9.28
kerema,,,,,,,,
saquarema,1,CA,1558328380,77,47.17,-55.16,38.46,11.99
sinazongwe,0,RU,1558328381,93,54.46,19.94,60.8,6.71
aracati,66,SO,1558328381,59,8.41,48.48,82.92,10.69
san ignacio,99,BI,1558328381,96,-2.92,29.97,59.34,0.51
tsihombe,40,RU,1558328382,85,69.49,88.39,23,20.13
pali,0,MX,1558328382,48,23.99,-104.67,49.98,10.16
cap-aux-meules,,,,,,,,
kirovskiy,,,,,,,,
ahipara,0,HR,1558328383,93,45.29,18.06,55.99,5.82
broome,0,CN,1558328384,24,25.6,100.24,83.82,9.33
bandarbeyla,0,IN,1558328283,18,24.64,87.92,105.78,7
xghajra,75,PW,1558328384,70,7.04,134.26,86,10.29
tabuk,40,IN,1558328385,74,13.35,74.72,80.6,9.17
baraki barak,60,RU,1558328385,53,45.72,42.92,70.86,9.08
mogadishu,95,RU,1558328385,36,63.45,120.31,48.9,4.59
labutta,44,PG,1558328386,74,-2.67,141.3,83.82,10.92
hokitika,76,CN,1558328386,53,41.26,125.37,58.08,17.83
praia,75,PE,1558328387,29,-6.91,-79.86,66.2,12.75
ulladulla,100,RU,1558328387,68,61.92,159.24,44.76,7.49
flin flon,75,US,1558328334,45,64.84,-147.72,64.4,5.82
beyneu,,,,,,,,
tuatapere,88,SE,1558328388,93,60.45,15.49,55.99,4.7
pimenteiras,0,BR,1558328388,98,-27.41,-49.6,64.99,1.9
guerrero negro,97,CO,1558328292,92,5.59,-73.79,59.16,2.04
columbus,,,,,,,,
sorland,0,PT,1558328389,87,37.14,-8.45,57.2,6.93
kainantu,0,RU,1558328390,81,67.67,53.09,32.34,13.49
luganville,87,RU,1558328390,87,59.08,159.95,40.08,3.53
toora-khem,,,,,,,,
iberia,,,,,,,,
bokspits,,,,,,,,
hamilton,100,CO,1558328392,99,3.87,-67.92,73.2,1.41
kautokeino,90,US,1558328317,93,43.14,-95.14,42.01,12.75
greenwood,53,PH,1558328190,45,15.79,120.99,96.78,15.12
lata,0,AR,1558328394,63,-43.3,-65.11,44.04,3.56
jijiga,75,EC,1558328394,87,-0.39,-78.55,55.4,2.24
nome,74,ZA,1558328395,47,-34.05,23.37,61.14,2.62
eldikan,40,YT,1558328395,74,-12.79,45.27,82.4,9.17
ola,75,CL,1558328372,70,-33.44,-70.65,48.2,4.7
chisinau,56,RU,1558328396,21,57.84,108.35,62.76,8.7
minamata,31,AR,1558328397,94,-29.41,-66.86,45.3,2.91
tomatlan,98,WS,1558328397,88,-13.87,-171.6,82,5.99
scottsbluff,8,RU,1558328398,44,65.99,60.32,37.02,14.36
kuching,4,TZ,1558328398,75,-9.02,34.8,66.36,9.28
le port,1,GL,1558328398,84,66.94,-53.67,33.6,8.86
lasa,0,IN,1558328399,32,27.93,96.16,91.92,4.07
maniitsoq,,,,,,,,
sitka,0,AU,1558328399,30,-20.73,139.49,86,9.17
mahasamund,,,,,,,,
urdoma,20,ID,1558328250,70,-0.92,100.36,87.8,3.36
mwinilunga,98,RU,1558328401,88,65.8,87.96,40.44,12.03
cockburn harbour,28,NZ,1558328403,68,-39,174.24,59,8.01
zhezkazgan,0,CN,1558328404,59,20.04,110.34,95,4.47
calabozo,96,BR,1558328408,92,-1.77,-55.87,75.9,1.3
atikokan,0,IN,1558328411,16,22.69,75.61,100.56,8.25
platanos,20,ID,1558328411,66,-5.32,119.37,89.6,9.17
daru,100,ID,1558328411,76,1.74,98.78,83.28,6.22
lanzhou,100,CN,1558328412,61,44.06,131.12,61.14,5.88
abu dhabi,99,NZ,1558328419,93,-35.17,173.16,60.01,16.42
mpraeso,,,,,,,,
kualakapuas,97,MY,1558328421,46,2.43,103.84,94.08,5.14
shyryayeve,58,ID,1558328422,76,-10.32,123.57,83.82,19.24
belmonte,75,CO,1558328422,100,-3.77,-70.38,77,2.24
cascais,72,NG,1558328422,88,7.05,3.9,77.7,1.68
ambulu,77,NZ,1558328356,72,-37.4,175.15,60.01,13.87
bronderslev,40,IT,1558328423,87,39.25,9.18,57.2,4.7
nizwa,29,MG,1558328424,67,-14.9,50.28,77.16,2.46
klaksvik,1,US,1558328425,100,30.27,-94.2,77,3.36
eura,41,PH,1558328425,77,8,124.29,86,8.99
vredendal,0,FR,1558328425,93,47.55,-2.56,52,8.05
boysun,0,BW,1558328426,46,-21.2,24.86,61.68,8.03
tessalit,65,IE,1558328427,94,54.63,-8.45,46,1.01
chervona sloboda,100,IS,1558328428,92,63.44,-20.27,46.56,0.76
kandrian,0,NO,1558328428,81,62.91,6.91,55.99,5.82
parabel,0,NA,1558328429,95,-22.95,14.51,54,1.01
roma,89,RU,1558328429,75,67.8,130.41,23.16,4.68
kabanjahe,,,,,,,,
borujan,0,NA,1558328430,95,-22.12,14.28,54,1.01
sumenep,40,IN,1558328430,47,13.22,80.32,96.8,11.41
samusu,42,BR,1558328244,83,-9.17,-60.63,74.64,2.06
ketchikan,0,ZW,1558328431,59,-20.32,30.05,61.32,1.28
zholymbet,0,AF,1558328432,23,30.95,61.86,86,13.87
xiangdong,77,PE,1558328432,81,-13.74,-72.9,28.92,2.06
grand gaube,0,AR,1558328433,66,-39.03,-67.58,48.2,6.93
puerto del rosario,75,US,1558328433,75,40.97,-117.74,46.4,8.05
merauke,15,IN,1558328434,64,14.8,74.13,90.12,9.01
homer,0,ZA,1558328414,37,-33.59,22.2,68,14.99
praya,75,MK,1558328434,82,41.28,20.71,55.4,4.7
kununurra,28,US,1558328222,65,39.15,-123.21,52,7
simao,20,PH,1558328435,63,14.32,120.76,95,13.87
coquimbo,0,GL,1558328435,82,68.71,-52.87,29.1,0.13
yumen,95,RU,1558328435,90,65.58,-170.99,29.46,8.1
sobolevo,75,US,1558328436,74,21.44,-157.84,82.4,13.87
uaua,42,YE,1558328436,36,14.4,46.47,82.2,11.9
thinadhoo,33,IN,1558328437,25,27.13,72.36,98.58,10.74
emba,90,SD,1558328437,11,13.6,26.69,91.38,11.5
hermiston,1,US,1558328282,87,37.97,-87.56,71.6,5.82
kaeo,75,RU,1558328438,100,43.58,44.06,62.6,4.47
lucapa,99,ET,1558328438,59,10.6,39.43,67.62,2.24
champerico,,,,,,,,
lai,85,CN,1558328439,76,47.72,128.88,55.92,4.79
mandalgovi,30,TL,1558328440,51,-8.93,125.41,89.4,2.73
nogliki,99,ID,1558328440,48,-6.5,108.06,93.18,9.53
barber,1,CA,1558328440,39,53.8,-113.65,54,6.93
kazalinsk,37,NG,1558328441,44,12.75,4.71,90.12,16.28
sinnar,75,TW,1558328441,94,24.86,121.82,80.01,6.93
yingkou,100,GR,1558328441,77,40.82,23.03,70,2.55
muzaffarpur,40,RU,1558328442,64,64.73,177.51,33.8,11.18
zyryanka,68,ML,1558328442,25,16.77,-3.01,89.04,13.29
lolua,100,CN,1558328443,80,50.57,123.73,45.12,17.07
bonnyville,100,CA,1558328443,92,47.85,-83.4,37.2,14.61
mauren,70,PG,1558328444,83,-3.66,152.44,80.4,3.42
castro alves,88,JP,1558328444,87,32.19,130.02,68.7,13.11
ust-kalmanka,90,CA,1558328445,100,48.86,-53.99,37,21.92
saint-joseph,75,AZ,1558328445,83,38.76,48.76,71.6,14.99
karasjok,10,RU,1558328356,44,55.53,70.34,52.86,11.5
grong,75,CA,1558328251,82,54.52,-128.61,66,2.17
scarborough,20,DZ,1558328446,93,36.36,6.61,42.8,1.74
lewistown,40,DZ,1558328446,93,36.27,2.77,50,4.94
xai-xai,26,AO,1558328447,80,-12.58,13.4,76.44,8.7
areosa,5,AU,1558328447,62,-38.38,142.48,64.99,7
aktas,78,RU,1558328448,64,60.91,61.52,41.88,10.98
regente feijo,96,ML,1558328448,55,12.35,-4.78,83.82,10.96
bhera,,,,,,,,
samalaeulu,,,,,,,,
makakilo city,0,FI,1558328450,58,60.45,22.03,62.01,5.82
maragogi,99,AR,1558328450,96,-26.79,-60.44,64.92,3.38
sakhon nakhon,74,PG,1558328450,69,-6.21,149.55,83.28,7.34
qasigiannguit,20,IN,1558328451,55,22.21,69.65,89.6,14.99
aklavik,0,RU,1558328451,55,54.2,46.98,49.08,11.9
vryburg,82,PT,1558328452,92,40.36,-7.35,35.01,1.34
sola,94,SV,1558328231,87,13.59,-89.83,73,7.2
alice springs,95,AU,1558328453,91,-41.05,145.91,55,6.69
viedma,75,JP,1558328453,94,26.35,127.87,78.8,10.29
gangotri,0,GF,1558328454,94,4.94,-52.33,77,2.24
vostok,75,MU,1558328454,88,-20.01,57.66,78.01,12.75
pacific grove,75,IR,1558328454,68,33.48,48.35,64.4,0.72
ruteng,0,SY,1558328455,46,35.3,37.18,72.84,6.58
pauini,70,NG,1558328455,93,6.26,6.15,76.44,1.95
ailigandi,0,NE,1558328455,5,18.69,12.92,87.6,5.41
burnie,16,IR,1558328456,28,25.29,60.65,94.98,4.09
naze,42,RU,1558328456,49,61.81,36.54,46.74,2.89
tual,0,BR,1558328457,88,-17.03,-48.3,58.8,3.71
tocopilla,75,JP,1558328457,68,43.32,145.57,66.2,20.8
octeville,20,CA,1558328458,34,53.65,-115.58,53.6,8.05
rondonopolis,63,CV,1558328459,84,14.9,-24.5,72.66,15.64
mercedes,51,ID,1558328460,46,0.54,123.06,89.94,7.67
cayenne,20,TZ,1558328461,88,-5.02,32.81,64.4,7.72
marawi,75,NO,1558328461,93,65.54,13.39,53.6,3.36
matveyevka,100,IR,1558328462,35,37.62,48.53,66.9,10.96
nouadhibou,75,CM,1558328325,100,3.87,11.52,69.8,3.36
sao geraldo do araguaia,0,BR,1558328462,66,-18.5,-54.75,70.14,6.71
kalmunai,67,NO,1558328463,93,58.89,5.65,55.99,3.36
negombo,0,AU,1558328463,46,-34.58,150.85,73.4,8.05
garissa,,,,,,,,
bolu,20,PE,1558328464,94,-8.38,-74.54,75.2,1.52
mayo,0,NZ,1558328419,92,-39.94,176.59,48.36,1.16
buala,75,IT,1558328465,82,37.79,14.6,60.01,5.82
la sarre,0,SA,1558328465,66,25.02,37.27,80.94,4.25
linhares,0,BD,1558328465,47,26.2,88.56,93.9,7.65
palu,8,RU,1558328466,44,66.04,60.13,37.02,14.36
pangnirtung,,,,,,,,
poum,12,RU,1558328472,44,59.36,143.24,59.7,14.34
padang,17,BR,1558328436,70,-13.28,-50.16,69.78,4.83
litoral del san juan,,,,,,,,
sodertalje,,,,,,,,
evensk,,,,,,,,
sena madureira,,,,,,,,
buraydah,,,,,,,,
santa isabel do rio negro,,,,,,,,
wattegama,,,,,,,,
angoche,,,,,,,,
trapani,,,,,,,,
santiago,,,,,,,,
harper,,,,,,,,
haverfordwest,,,,,,,,
margate,,,,,,,,
prado,,,,,,,,
kanye,,,,,,,,
vanavara,,,,,,,,
prince rupert,,,,,,,,
burgeo,,,,,,,,
